id,fecha_generacion,juego,numeros,sorteo_objetivo,estado,aciertos,score_afinidad,hora_dia,algoritmo,nota_especial
1768387454,2026-01-14 07:36:00,LOTO,"[1, 7, 17, 33, 37, 40]",5374,PENDIENTE,0,70.0,7,oraculo_neural_v4,NORMAL
1768379745,2026-01-14 05:32:23,LOTO,"[3, 5, 9, 12, 13, 18]",5374,PENDIENTE,0,0.0,5,delta_dna_v1,
1768381853,2026-01-14 06:02:39,LOTO,"[1, 7, 17, 33, 37, 40]",5374,PENDIENTE,0,70.0,6,oraculo_neural_v4,NORMAL
1768381662,2026-01-14 06:02:39,LOTO,"[11, 12, 20, 28, 34, 41]",5374,PENDIENTE,0,0.0,6,markov_chain_v1,
1768378313,2026-01-14 04:53:44,LOTO3,"[1, 2, 8]",23989,AUDITADO,0,0.0,4,consenso_meritocratico_v2,
1768377426,2026-01-14 04:53:44,LOTO,"[2, 12, 14, 15, 17, 23]",5374,PENDIENTE,0,0.0,4,delta_dna_v1,
1768373947,2026-01-14 03:35:47,RACHA,"[1, 2, 6, 7, 9, 10, 16, 17, 19, 20]",10295,AUDITADO,3,40.0,3,forense_biometrico_v1,
1768380471,2026-01-14 05:32:23,LOTO,"[2, 9, 17, 18, 29, 32]",5374,PENDIENTE,0,50.0,5,oraculo_neural_v3,NORMAL
1768375286,2026-01-14 04:02:37,LOTO4,"[8, 16, 19, 22]",11562,AUDITADO,1,0.0,4,consenso_meritocratico_v2,
1768382528,2026-01-14 06:02:39,RACHA,"[3, 5, 7, 10, 11, 12, 14, 16, 18, 20]",10295,AUDITADO,7,40.0,6,consenso_meritocratico_v2,
1768374157,2026-01-14 04:02:37,LOTO,"[5, 11, 19, 27, 28, 40]",5374,PENDIENTE,0,0.0,4,forense_biometrico_v1,
1768379543,2026-01-14 05:32:23,LOTO,"[13, 14, 19, 26, 32, 37]",5374,PENDIENTE,0,0.0,5,forense_biometrico_v1,
1768389402,2026-01-14 07:58:33,LOTO3,"[4, 5, 8]",23989,AUDITADO,2,20.0,7,consenso_meritocratico_v2,
1768392331,2026-01-14 08:46:42,LOTO4,"[8, 17, 20, 23]",11562,AUDITADO,0,0.0,8,consenso_meritocratico_v2,
1768384816,2026-01-14 06:43:36,LOTO4,"[7, 10, 11, 21]",11562,AUDITADO,1,0.0,6,forense_biometrico_v1,
1768378283,2026-01-14 04:53:44,LOTO,"[7, 11, 17, 28, 34, 40]",5374,PENDIENTE,0,36.64,4,consenso_meritocratico_v2,
1768378624,2026-01-14 04:53:44,RACHA,"[2, 7, 8, 9, 11, 12, 14, 15, 16, 19]",10295,AUDITADO,5,5.0,4,forense_biometrico_v1,
1768373606,2026-01-14 03:35:47,LOTO,"[7, 12, 17, 37, 40, 41]",5374,PENDIENTE,0,36.14,3,consenso_meritocratico_v2,
1768384927,2026-01-14 06:58:45,LOTO,"[6, 19, 20, 22, 37, 41]",5374,PENDIENTE,0,0.0,6,delta_dna_v1,
1768373247,2026-01-14 03:35:47,LOTO3,"[5, 6, 8]",23989,AUDITADO,1,10.0,3,forense_biometrico_v1,
1768391598,2026-01-14 08:29:58,RACHA,"[2, 5, 7, 8, 9, 10, 11, 14, 15, 20]",10295,AUDITADO,6,15.0,8,forense_biometrico_v1,
1768388360,2026-01-14 07:36:00,RACHA,"[1, 5, 8, 10, 11, 12, 16, 17, 18, 19]",10295,AUDITADO,5,5.0,7,forense_biometrico_v1,
1768390898,2026-01-14 08:29:58,LOTO3,"[6, 6, 7]",23989,AUDITADO,0,0.0,8,forense_biometrico_v1,
1768382418,2026-01-14 06:02:39,LOTO,"[7, 10, 11, 17, 28, 41]",5374,PENDIENTE,0,29.94,6,consenso_meritocratico_v2,
1768375085,2026-01-14 04:02:37,LOTO,"[2, 11, 20, 27, 40, 41]",5374,PENDIENTE,0,50.0,4,oraculo_neural_v3,NORMAL
1768377462,2026-01-14 04:38:13,RACHA,"[3, 7, 8, 9, 14, 15, 16, 18, 19, 20]",10295,AUDITADO,5,5.0,4,consenso_meritocratico_v2,
1768389372,2026-01-14 07:58:33,LOTO,"[4, 5, 11, 17, 33, 37]",5374,PENDIENTE,0,30.75,7,consenso_meritocratico_v2,
1768377352,2026-01-14 04:38:13,LOTO,"[1, 5, 7, 8, 17, 28]",5374,PENDIENTE,0,31.26,4,consenso_meritocratico_v2,
1768385028,2026-01-14 06:58:45,LOTO,"[11, 12, 20, 28, 34, 41]",5374,PENDIENTE,0,0.0,6,markov_chain_v1,
1768381460,2026-01-14 06:02:39,LOTO,"[1, 2, 11, 13, 32, 39]",5374,PENDIENTE,0,0.0,6,gaussiano_inteligente_v1,
1768391198,2026-01-14 08:29:58,LOTO4,"[8, 9, 13, 19]",11562,AUDITADO,1,0.0,8,forense_biometrico_v1,
1768387960,2026-01-14 07:36:00,LOTO4,"[3, 9, 17, 18]",11562,AUDITADO,0,0.0,7,forense_biometrico_v1,
1768392371,2026-01-14 08:46:42,RACHA,"[2, 4, 9, 12, 13, 14, 15, 17, 18, 20]",10295,AUDITADO,5,5.0,8,consenso_meritocratico_v2,
1768373547,2026-01-14 03:35:47,LOTO4,"[7, 12, 13, 39]",11562,AUDITADO,0,0.0,3,forense_biometrico_v1,
1768376293,2026-01-14 04:38:13,LOTO,"[6, 17, 18, 25, 29, 41]",5374,PENDIENTE,0,0.0,4,forense_biometrico_v1,
1768413899719,2026-01-14 13:00:00,LOTO3,"[0, 2, 9]",23989,AUDITADO,0,0.0,13,oraculo_neural_v3,
1768413911107,2026-01-14 13:00:00,LOTO3,"[0, 2, 9]",23989,AUDITADO,0,0.0,13,oraculo_neural_v4,
1768413952662,2026-01-14 14:00:00,RACHA,"[3, 4, 5, 7, 8, 9, 11, 13, 15, 20]",10295,AUDITADO,6,15.0,14,oraculo_neural_v3,
1768413995613,2026-01-14 14:00:00,RACHA,"[1, 2, 3, 5, 8, 13, 14, 16, 17, 18]",10295,AUDITADO,5,5.0,14,oraculo_neural_v4,
1768414035573,2026-01-14 13:00:00,LOTO4,"[1, 12, 14, 17]",11562,AUDITADO,1,0.0,13,oraculo_neural_v3,
1768414050217,2026-01-14 13:00:00,LOTO4,"[4, 5, 8, 13]",11562,AUDITADO,0,0.0,13,oraculo_neural_v4,
1768409045,2026-01-14 13:35:51,LOTO,"[1, 7, 17, 33, 37, 40]",5374,PENDIENTE,0,70.0,13,oraculo_neural_v4,NORMAL
1768399926,2026-01-14 11:02:02,RACHA,"[1, 2, 3, 7, 12, 13, 14, 17, 18, 20]",10295,AUDITADO,4,15.0,11,oraculo_neural_v4,NORMAL
1768405208,2026-01-14 12:38:27,LOTO,"[13, 14, 23, 28, 31, 40]",5374,PENDIENTE,0,0.0,12,gaussiano_inteligente_v1,
1768404304,2026-01-14 12:01:44,RACHA,"[3, 4, 5, 7, 8, 10, 15, 18, 19, 20]",10295,AUDITADO,6,15.0,12,forense_biometrico_v1,
1768413573,2026-01-14 14:44:05,LOTO,"[3, 4, 6, 11, 19, 22]",5374,PENDIENTE,0,50.0,14,oraculo_neural_v3,NORMAL
1768411290,2026-01-14 14:03:51,LOTO,"[1, 11, 12, 17, 33, 34]",5374,PENDIENTE,0,32.63,14,consenso_meritocratico_v2,
1768398072,2026-01-14 10:41:12,LOTO,"[2, 16, 17, 20, 35, 41]",5374,PENDIENTE,0,0.0,10,forense_biometrico_v1,
1768406711,2026-01-14 12:56:27,LOTO3,"[0, 2, 5]",23989,AUDITADO,1,33.33,12,oraculo_neural_v4,NORMAL
1768413734,2026-01-14 14:44:05,LOTO3,"[0, 4, 5]",23990,AUDITADO,1,33.33,14,consenso_meritocratico_v2,
1768403283,2026-01-14 11:44:43,RACHA,"[1, 2, 6, 7, 12, 13, 15, 16, 18, 19]",10295,AUDITADO,5,5.0,11,forense_biometrico_v1,
1768414103,2026-01-14 14:58:19,RACHA,"[1, 2, 3, 7, 12, 13, 14, 17, 18, 20]",10296,PENDIENTE,0,110.04,14,oraculo_neural_v4,NORMAL
1768407187,2026-01-14 12:56:27,LOTO4,"[5, 13, 20, 21]",11562,AUDITADO,0,0.0,12,forense_biometrico_v1,
1768410231,2026-01-14 14:03:51,LOTO,"[2, 11, 21, 23, 24, 34]",5374,PENDIENTE,0,0.0,14,forense_biometrico_v1,
1768402942,2026-01-14 11:44:43,LOTO,"[7, 12, 17, 26, 37, 40]",5374,PENDIENTE,0,37.35,11,consenso_meritocratico_v2,
1768403005,2026-01-14 12:01:44,LOTO,"[3, 5, 20, 28, 36, 37]",5374,PENDIENTE,0,0.0,12,gaussiano_inteligente_v1,
1768412948,2026-01-14 14:44:05,LOTO,"[11, 12, 20, 28, 34, 41]",5374,PENDIENTE,0,0.0,14,markov_chain_v1,
1768399472,2026-01-14 10:41:12,RACHA,"[2, 5, 9, 10, 11, 12, 15, 16, 19, 20]",10295,AUDITADO,5,5.0,10,forense_biometrico_v1,
1768395929,2026-01-14 09:48:51,LOTO4,"[1, 13, 14, 17]",11562,AUDITADO,1,0.0,9,oraculo_neural_v3,NORMAL
1768407276,2026-01-14 12:56:27,LOTO3,"[0, 4, 7]",23989,AUDITADO,1,33.33,12,consenso_meritocratico_v2,
1768411269,2026-01-14 14:03:51,RACHA,"[1, 2, 3, 6, 9, 14, 17, 18, 19, 20]",10295,AUDITADO,2,60.0,14,oraculo_neural_v3,NORMAL
1768406490,2026-01-14 12:56:27,LOTO,"[11, 12, 20, 28, 34, 41]",5374,PENDIENTE,0,0.0,12,markov_chain_v1,
1768402583,2026-01-14 11:44:43,LOTO3,"[0, 7, 8]",23989,AUDITADO,0,0.0,11,forense_biometrico_v1,
1768400411,2026-01-14 11:02:02,LOTO3,"[0, 3, 6]",23989,AUDITADO,1,10.0,11,consenso_meritocratico_v2,
1768402972,2026-01-14 11:44:43,LOTO3,"[1, 6, 7]",23989,AUDITADO,0,0.0,11,consenso_meritocratico_v2,
1768407246,2026-01-14 12:56:27,LOTO,"[1, 7, 11, 17, 29, 33]",5374,PENDIENTE,0,28.62,12,consenso_meritocratico_v2,
1768411231,2026-01-14 14:03:51,LOTO4,"[4, 5, 23, 27]",11563,PENDIENTE,0,0.0,14,forense_biometrico_v1,
1768398173,2026-01-14 10:41:12,LOTO,"[4, 7, 14, 17, 18, 31]",5374,PENDIENTE,0,0.0,10,gaussiano_inteligente_v1,
1768403468,2026-01-14 12:01:44,LOTO4,"[8, 16, 20, 22]",11562,AUDITADO,0,0.0,12,oraculo_neural_v4,NORMAL
1768398676,2026-01-14 10:41:12,RACHA,"[1, 2, 3, 7, 12, 13, 14, 17, 18, 20]",10295,AUDITADO,4,15.0,10,oraculo_neural_v4,NORMAL
1768402881,2026-01-14 11:44:43,LOTO4,"[7, 13, 15, 16]",11562,AUDITADO,1,0.0,11,oraculo_neural_v3,NORMAL
1768399110,2026-01-14 10:41:12,RACHA,"[3, 4, 6, 8, 9, 10, 13, 17, 18, 19]",10295,AUDITADO,4,15.0,10,oraculo_neural_v3,NORMAL
1768403832,2026-01-14 12:01:44,LOTO,"[2, 7, 13, 14, 16, 21]",5374,PENDIENTE,0,50.0,12,oraculo_neural_v3,NORMAL
1768399000,2026-01-14 10:41:12,LOTO,"[2, 7, 26, 34, 35, 41]",5374,PENDIENTE,0,50.0,10,oraculo_neural_v3,NORMAL
1768413701,2026-01-14 14:58:19,LOTO,"[4, 5, 7, 20, 35, 41]",5374,PENDIENTE,0,0.0,14,delta_dna_v1,
1768395495,2026-01-14 09:48:51,LOTO4,"[8, 16, 20, 22]",11562,AUDITADO,0,0.0,9,oraculo_neural_v4,NORMAL
1768400250,2026-01-14 11:02:02,LOTO,"[11, 28, 29, 31, 34, 40]",5374,PENDIENTE,0,50.0,11,oraculo_neural_v3,NORMAL
1768412847,2026-01-14 14:44:05,LOTO,"[3, 13, 14, 20, 23, 34]",5374,PENDIENTE,0,0.0,14,delta_dna_v1,
1768407587,2026-01-14 12:56:27,RACHA,"[4, 6, 7, 9, 10, 13, 14, 17, 18, 19]",10295,AUDITADO,6,15.0,12,forense_biometrico_v1,
1768413139,2026-01-14 14:44:05,LOTO,"[1, 7, 17, 33, 37, 40]",5374,PENDIENTE,0,70.0,14,oraculo_neural_v4,NORMAL
1768411400,2026-01-14 14:03:51,RACHA,"[1, 2, 3, 6, 9, 14, 17, 18, 19, 20]",10295,AUDITADO,2,60.0,14,consenso_meritocratico_v2,
1768403993,2026-01-14 12:01:44,LOTO3,"[0, 5, 8]",23989,AUDITADO,1,10.0,12,consenso_meritocratico_v2,
1768408753,2026-01-14 13:35:51,LOTO,"[4, 5, 8, 11, 19, 32]",5374,PENDIENTE,0,0.0,13,delta_dna_v1,
1768409251,2026-01-14 13:35:51,LOTO3,"[4, 7, 8]",23989,AUDITADO,1,10.0,13,forense_biometrico_v1,
1768398566,2026-01-14 10:41:12,LOTO,"[1, 7, 17, 33, 37, 40]",5374,PENDIENTE,0,70.0,10,oraculo_neural_v4,NORMAL
1768406196,2026-01-14 12:38:27,LOTO3,"[0, 4, 5]",23989,AUDITADO,2,66.67,12,consenso_meritocratico_v2,
1768395931,2026-01-14 09:48:51,LOTO4,"[5, 6, 11, 15]",11562,AUDITADO,2,20.0,9,forense_biometrico_v1,
1768409720,2026-01-14 13:35:51,RACHA,"[2, 3, 11, 12, 14, 15, 17, 18, 19, 20]",10295,AUDITADO,4,15.0,13,consenso_meritocratico_v2,
1768395133,2026-01-14 09:48:51,LOTO,"[4, 13, 23, 28, 36, 37]",5374,PENDIENTE,0,0.0,9,delta_dna_v1,
1768402487,2026-01-14 11:44:43,RACHA,"[1, 2, 3, 7, 12, 13, 14, 17, 18, 20]",10295,AUDITADO,4,15.0,11,oraculo_neural_v4,NORMAL
1768399625,2026-01-14 11:02:02,LOTO,"[11, 12, 20, 28, 34, 41]",5374,PENDIENTE,0,0.0,11,markov_chain_v1,
1768407225,2026-01-14 12:56:27,RACHA,"[1, 2, 7, 8, 13, 14, 15, 17, 18, 20]",10295,AUDITADO,5,5.0,12,oraculo_neural_v3,NORMAL
1768405107,2026-01-14 12:38:27,LOTO,"[7, 18, 19, 28, 30, 41]",5374,PENDIENTE,0,0.0,12,forense_biometrico_v1,
1768400381,2026-01-14 11:02:02,LOTO,"[11, 12, 28, 29, 34, 40]",5374,PENDIENTE,0,38.42,11,consenso_meritocratico_v2,
1768399070,2026-01-14 10:41:12,LOTO4,"[1, 19, 22, 23]",11562,AUDITADO,1,0.0,10,oraculo_neural_v3,NORMAL
1768395859,2026-01-14 09:48:51,LOTO,"[6, 7, 10, 19, 29, 40]",5374,PENDIENTE,0,50.0,9,oraculo_neural_v3,NORMAL
1768405671,2026-01-14 12:38:27,LOTO4,"[8, 16, 20, 22]",11562,AUDITADO,0,0.0,12,oraculo_neural_v4,NORMAL
1768405601,2026-01-14 12:38:27,LOTO,"[1, 7, 17, 33, 37, 40]",5374,PENDIENTE,0,70.0,12,oraculo_neural_v4,NORMAL
1768403052,2026-01-14 11:44:43,RACHA,"[1, 2, 12, 13, 14, 15, 16, 17, 18, 20]",10295,AUDITADO,5,5.0,11,consenso_meritocratico_v2,
1768403902,2026-01-14 12:01:44,LOTO4,"[1, 2, 11, 21]",11562,AUDITADO,1,0.0,12,oraculo_neural_v3,NORMAL
1768399816,2026-01-14 11:02:02,LOTO,"[1, 7, 17, 33, 37, 40]",5374,PENDIENTE,0,70.0,11,oraculo_neural_v4,NORMAL
1768411229,2026-01-14 14:03:51,LOTO4,"[3, 13, 21, 22]",11563,PENDIENTE,0,50.0,14,oraculo_neural_v3,NORMAL
1768401883,2026-01-14 11:44:43,LOTO,"[7, 18, 24, 28, 29, 37]",5374,PENDIENTE,0,0.0,11,forense_biometrico_v1,
1768406035,2026-01-14 12:38:27,LOTO,"[12, 13, 20, 22, 29, 41]",5374,PENDIENTE,0,50.0,12,oraculo_neural_v3,NORMAL
1768405711,2026-01-14 12:38:27,RACHA,"[1, 2, 3, 7, 12, 13, 14, 17, 18, 20]",10295,AUDITADO,4,15.0,12,oraculo_neural_v4,NORMAL
1768411159,2026-01-14 14:03:51,LOTO,"[5, 10, 11, 24, 31, 34]",5374,PENDIENTE,0,50.0,14,oraculo_neural_v3,NORMAL
1768414537,2026-01-14 14:58:19,RACHA,"[3, 6, 7, 9, 10, 12, 13, 14, 19, 20]",10296,PENDIENTE,0,109.94,14,oraculo_neural_v3,NORMAL
1768405410,2026-01-14 12:38:27,LOTO,"[11, 12, 20, 28, 34, 41]",5374,PENDIENTE,0,0.0,12,markov_chain_v1,
1768403942,2026-01-14 12:01:44,RACHA,"[1, 2, 3, 6, 7, 10, 11, 14, 15, 20]",10295,AUDITADO,5,5.0,12,oraculo_neural_v3,NORMAL
1768409589,2026-01-14 13:35:51,RACHA,"[2, 3, 4, 9, 11, 12, 14, 15, 19, 20]",10295,AUDITADO,4,15.0,13,oraculo_neural_v3,NORMAL
1768409680,2026-01-14 13:35:51,LOTO4,"[8, 20, 22, 23]",11562,AUDITADO,0,0.0,13,consenso_meritocratico_v2,
1768414499,2026-01-14 14:58:19,LOTO4,"[4, 6, 7, 19]",11563,PENDIENTE,0,0.0,14,forense_biometrico_v1,
1768414668,2026-01-14 14:58:19,RACHA,"[2, 3, 6, 7, 9, 12, 13, 14, 19, 20]",10296,PENDIENTE,0,72.28,14,consenso_meritocratico_v2,
1768406236,2026-01-14 12:38:27,LOTO4,"[6, 16, 17, 19]",11562,AUDITADO,1,0.0,12,consenso_meritocratico_v2,
1768414427,2026-01-14 14:58:19,LOTO,"[14, 16, 17, 23, 29, 40]",5374,PENDIENTE,0,50.0,14,oraculo_neural_v3,NORMAL
1768400360,2026-01-14 11:02:02,RACHA,"[2, 5, 6, 8, 9, 10, 11, 15, 19, 20]",10295,AUDITADO,4,15.0,11,oraculo_neural_v3,NORMAL
1768403428,2026-01-14 12:01:44,LOTO3,"[0, 2, 5]",23989,AUDITADO,1,33.33,12,oraculo_neural_v4,NORMAL
1768411320,2026-01-14 14:03:51,LOTO3,"[0, 3, 9]",23990,AUDITADO,1,10.0,14,consenso_meritocratico_v2,
1768408854,2026-01-14 13:35:51,LOTO,"[11, 12, 20, 28, 34, 41]",5374,PENDIENTE,0,0.0,13,markov_chain_v1,
1768413993,2026-01-14 14:58:19,LOTO,"[1, 7, 17, 33, 37, 40]",5374,PENDIENTE,0,70.0,14,oraculo_neural_v4,NORMAL
1768404033,2026-01-14 12:01:44,LOTO4,"[2, 8, 11, 16]",11562,AUDITADO,1,0.0,12,consenso_meritocratico_v2,
1768409155,2026-01-14 13:35:51,RACHA,"[1, 2, 3, 7, 12, 13, 14, 17, 18, 20]",10295,AUDITADO,4,15.0,13,oraculo_neural_v4,NORMAL
1768410332,2026-01-14 14:03:51,LOTO,"[3, 6, 11, 19, 20, 28]",5374,PENDIENTE,0,0.0,14,gaussiano_inteligente_v1,
1768399072,2026-01-14 10:41:12,LOTO4,"[5, 15, 17, 18]",11562,AUDITADO,1,0.0,10,forense_biometrico_v1,
1768405807,2026-01-14 12:38:27,LOTO3,"[3, 4, 6]",23989,AUDITADO,2,66.67,12,forense_biometrico_v1,
1768406187,2026-01-14 12:56:27,LOTO,"[5, 6, 20, 29, 32, 41]",5374,PENDIENTE,0,0.0,12,forense_biometrico_v1,
1768413345,2026-01-14 14:44:05,LOTO3,"[0, 3, 4]",23990,AUDITADO,2,20.0,14,forense_biometrico_v1,
1768403508,2026-01-14 12:01:44,RACHA,"[1, 2, 3, 7, 12, 13, 14, 17, 18, 20]",10295,AUDITADO,4,15.0,12,oraculo_neural_v4,NORMAL
1768399524,2026-01-14 11:02:02,LOTO,"[4, 5, 7, 18, 31, 34]",5374,PENDIENTE,0,0.0,11,delta_dna_v1,
1768402883,2026-01-14 11:44:43,LOTO4,"[5, 6, 11, 21]",11562,AUDITADO,1,0.0,11,forense_biometrico_v1,
1768406107,2026-01-14 12:38:27,LOTO4,"[3, 11, 12, 22]",11562,AUDITADO,1,0.0,12,forense_biometrico_v1,
1768406751,2026-01-14 12:56:27,LOTO4,"[8, 16, 20, 22]",11562,AUDITADO,0,0.0,12,oraculo_neural_v4,NORMAL
1768411360,2026-01-14 14:03:51,LOTO4,"[3, 16, 20, 22]",11563,PENDIENTE,0,50.2,14,consenso_meritocratico_v2,
1768398274,2026-01-14 10:41:12,LOTO,"[3, 5, 6, 22, 29, 34]",5374,PENDIENTE,0,0.0,10,delta_dna_v1,
1768399131,2026-01-14 10:41:12,LOTO,"[1, 7, 20, 33, 34, 41]",5374,PENDIENTE,0,35.52,10,consenso_meritocratico_v2,
1768412746,2026-01-14 14:44:05,LOTO,"[2, 14, 19, 20, 25, 41]",5374,PENDIENTE,0,0.0,14,gaussiano_inteligente_v1,
1768400722,2026-01-14 11:02:02,RACHA,"[2, 3, 4, 6, 9, 13, 16, 17, 18, 19]",10295,AUDITADO,4,15.0,11,forense_biometrico_v1,
1768399846,2026-01-14 11:02:02,LOTO3,"[0, 2, 5]",23989,AUDITADO,1,33.33,11,oraculo_neural_v4,NORMAL
1768414045,2026-01-14 14:44:05,RACHA,"[3, 4, 5, 8, 11, 14, 15, 16, 19, 20]",10295,AUDITADO,6,15.0,14,forense_biometrico_v1,
1768414628,2026-01-14 14:58:19,LOTO4,"[9, 15, 19, 22]",11563,PENDIENTE,0,43.19,14,consenso_meritocratico_v2,
1768402447,2026-01-14 11:44:43,LOTO4,"[8, 16, 20, 22]",11562,AUDITADO,0,0.0,11,oraculo_neural_v4,NORMAL
1768406389,2026-01-14 12:56:27,LOTO,"[2, 3, 11, 21, 34, 36]",5374,PENDIENTE,0,0.0,12,delta_dna_v1,
1768406288,2026-01-14 12:56:27,LOTO,"[5, 26, 29, 31, 32, 34]",5374,PENDIENTE,0,0.0,12,gaussiano_inteligente_v1,
1768410534,2026-01-14 14:03:51,LOTO,"[11, 12, 20, 28, 34, 41]",5374,PENDIENTE,0,0.0,14,markov_chain_v1,
1768403207,2026-01-14 12:01:44,LOTO,"[11, 12, 20, 28, 34, 41]",5374,PENDIENTE,0,0.0,12,markov_chain_v1,
1768405631,2026-01-14 12:38:27,LOTO3,"[0, 2, 5]",23989,AUDITADO,1,33.33,12,oraculo_neural_v4,NORMAL
1768399161,2026-01-14 10:41:12,LOTO3,"[0, 5, 8]",23989,AUDITADO,1,10.0,10,consenso_meritocratico_v2,
1768396331,2026-01-14 09:48:51,RACHA,"[4, 5, 6, 9, 11, 12, 14, 17, 18, 19]",10295,AUDITADO,5,5.0,9,forense_biometrico_v1,
1768400491,2026-01-14 11:02:02,RACHA,"[2, 6, 7, 8, 9, 10, 15, 17, 18, 20]",10295,AUDITADO,4,15.0,11,consenso_meritocratico_v2,
1768414199,2026-01-14 14:58:19,LOTO3,"[1, 2, 6]",23990,AUDITADO,0,0.0,14,forense_biometrico_v1,
1768403106,2026-01-14 12:01:44,LOTO,"[5, 7, 10, 11, 18, 30]",5374,PENDIENTE,0,0.0,12,delta_dna_v1,
1768414558,2026-01-14 14:58:19,LOTO,"[17, 20, 23, 33, 37, 40]",5374,PENDIENTE,0,33.09,14,consenso_meritocratico_v2,
1768410795,2026-01-14 14:03:51,LOTO4,"[8, 16, 20, 22]",11563,PENDIENTE,0,50.0,14,oraculo_neural_v4,NORMAL
1768398375,2026-01-14 10:41:12,LOTO,"[11, 12, 20, 28, 34, 41]",5374,PENDIENTE,0,0.0,10,markov_chain_v1,
1768413499,2026-01-14 14:58:19,LOTO,"[10, 13, 18, 19, 31, 34]",5374,PENDIENTE,0,0.0,14,forense_biometrico_v1,
1768400451,2026-01-14 11:02:02,LOTO4,"[6, 8, 22, 23]",11562,AUDITADO,0,0.0,11,consenso_meritocratico_v2,
1768406887,2026-01-14 12:56:27,LOTO3,"[1, 2, 6]",23989,AUDITADO,0,0.0,12,forense_biometrico_v1,
1768414588,2026-01-14 14:58:19,LOTO3,"[0, 5, 8]",23990,AUDITADO,1,33.33,14,consenso_meritocratico_v2,
1768396020,2026-01-14 09:48:51,LOTO3,"[0, 7, 9]",23989,AUDITADO,0,0.0,9,consenso_meritocratico_v2,
1768403012,2026-01-14 11:44:43,LOTO4,"[7, 8, 16, 20]",11562,AUDITADO,0,0.0,11,consenso_meritocratico_v2,
1768406791,2026-01-14 12:56:27,RACHA,"[1, 2, 3, 7, 12, 13, 14, 17, 18, 20]",10295,AUDITADO,4,15.0,12,oraculo_neural_v4,NORMAL
1768395969,2026-01-14 09:48:51,RACHA,"[2, 3, 4, 7, 9, 12, 14, 15, 16, 17]",10295,AUDITADO,5,5.0,9,oraculo_neural_v3,NORMAL
1768409115,2026-01-14 13:35:51,LOTO4,"[8, 16, 20, 22]",11562,AUDITADO,0,0.0,13,oraculo_neural_v4,NORMAL
1768413600,2026-01-14 14:58:19,LOTO,"[11, 13, 14, 28, 34, 37]",5374,PENDIENTE,0,0.0,14,gaussiano_inteligente_v1,
1768400320,2026-01-14 11:02:02,LOTO4,"[6, 7, 15, 23]",11562,AUDITADO,1,0.0,11,oraculo_neural_v3,NORMAL
1768413704,2026-01-14 14:44:05,LOTO,"[6, 7, 11, 17, 33, 41]",5374,PENDIENTE,0,31.46,14,consenso_meritocratico_v2,
1768411631,2026-01-14 14:03:51,RACHA,"[3, 4, 7, 8, 9, 12, 13, 17, 18, 20]",10295,AUDITADO,4,15.0,14,forense_biometrico_v1,
1768395234,2026-01-14 09:48:51,LOTO,"[11, 12, 20, 28, 34, 41]",5374,PENDIENTE,0,0.0,9,markov_chain_v1,
1768399423,2026-01-14 11:02:02,LOTO,"[2, 5, 6, 23, 27, 38]",5374,PENDIENTE,0,0.0,11,gaussiano_inteligente_v1,
1768403398,2026-01-14 12:01:44,LOTO,"[1, 7, 17, 33, 37, 40]",5374,PENDIENTE,0,70.0,12,oraculo_neural_v4,NORMAL
1768403904,2026-01-14 12:01:44,LOTO4,"[4, 17, 22, 23]",11562,AUDITADO,0,0.0,12,forense_biometrico_v1,
1768395535,2026-01-14 09:48:51,RACHA,"[1, 2, 3, 7, 12, 13, 14, 17, 18, 20]",10295,AUDITADO,4,15.0,9,oraculo_neural_v4,NORMAL
1768413645,2026-01-14 14:44:05,LOTO4,"[1, 13, 14, 23]",11563,PENDIENTE,0,0.0,14,forense_biometrico_v1,
1768399886,2026-01-14 11:02:02,LOTO4,"[8, 16, 20, 22]",11562,AUDITADO,0,0.0,11,oraculo_neural_v4,NORMAL
1768410835,2026-01-14 14:03:51,RACHA,"[1, 2, 3, 7, 12, 13, 14, 17, 18, 20]",10295,AUDITADO,4,15.0,14,oraculo_neural_v4,NORMAL
1768413643,2026-01-14 14:44:05,LOTO4,"[7, 9, 10, 13]",11563,PENDIENTE,0,50.0,14,oraculo_neural_v3,NORMAL
1768402904,2026-01-14 12:01:44,LOTO,"[8, 11, 23, 38, 40, 41]",5374,PENDIENTE,0,0.0,12,forense_biometrico_v1,
1768402186,2026-01-14 11:44:43,LOTO,"[11, 12, 20, 28, 34, 41]",5374,PENDIENTE,0,0.0,11,markov_chain_v1,
1768406166,2026-01-14 12:38:27,LOTO,"[7, 12, 20, 22, 40, 41]",5374,PENDIENTE,0,30.9,12,consenso_meritocratico_v2,
1768406145,2026-01-14 12:38:27,RACHA,"[2, 5, 6, 9, 10, 15, 17, 18, 19, 20]",10295,AUDITADO,4,15.0,12,oraculo_neural_v3,NORMAL
1768395990,2026-01-14 09:48:51,LOTO,"[7, 17, 20, 33, 37, 40]",5374,PENDIENTE,0,36.69,9,consenso_meritocratico_v2,
1768409951,2026-01-14 13:35:51,RACHA,"[4, 5, 7, 10, 11, 12, 14, 15, 19, 20]",10295,AUDITADO,7,40.0,13,forense_biometrico_v1,
1768408551,2026-01-14 13:35:51,LOTO,"[2, 14, 17, 29, 38, 39]",5374,PENDIENTE,0,0.0,13,forense_biometrico_v1,
